"rent_place","return_place","rent","return"
"ST-10","ST-14",1,198
"ST-10","ST-18",1,279
"ST-10","ST-20",1,287
"ST-10","ST-209",1,295
"ST-10","ST-341",1,392
"ST-10","ST-342",1,393
"ST-100","ST-101",2,5
"ST-100","ST-102",2,8
"ST-100","ST-1660",2,257
"ST-100","ST-1663",2,853
"ST-100","ST-258",2,329
"ST-1002","ST-1006",3,4
"ST-1002","ST-1017",3,7
"ST-1002","ST-1496",3,218
"ST-1006","ST-1015",4,6
"ST-1006","ST-1018",4,854
"ST-1006","ST-1496",4,218
"ST-1006","ST-1505",4,855
"ST-101","ST-102",5,8
"ST-101","ST-106",5,23
"ST-101","ST-112",5,62
"ST-101","ST-1660",5,257
"ST-101","ST-1661",5,258
"ST-101","ST-1663",5,853
"ST-101","ST-257",5,328
"ST-101","ST-258",5,329
"ST-101","ST-972",5,837
"ST-101","ST-987",5,847
"ST-1015","ST-1017",6,7
"ST-1015","ST-1350",6,856
"ST-1015","ST-1495",6,217
"ST-1015","ST-1496",6,218
"ST-1017","ST-1497",7,857
"ST-102","ST-113",8,68
"ST-102","ST-1378",8,196
"ST-102","ST-1429",8,208
"ST-102","ST-1660",8,257
"ST-102","ST-1661",8,258
"ST-102","ST-1663",8,853
"ST-102","ST-1690",8,858
"ST-102","ST-257",8,328
"ST-102","ST-259",8,330
"ST-102","ST-377",8,415
"ST-102","ST-384",8,417
"ST-102","ST-972",8,837
"ST-102","ST-973",8,838
"ST-102","ST-974",8,839
"ST-102","ST-980",8,843
"ST-102","ST-984",8,845
"ST-102","ST-987",8,847
"ST-1028","ST-1481",9,215
"ST-1028","ST-1483",9,859
"ST-1032","ST-1482",10,216
"ST-1035","ST-1038",11,860
"ST-1035","ST-1039",11,861
"ST-104","ST-1690",12,858
"ST-104","ST-368",12,408
"ST-1040","ST-1052",13,21
"ST-1040","ST-1371",13,862
"ST-1040","ST-1598",13,863
"ST-1040","ST-1622",13,864
"ST-1041","ST-1046",14,17
"ST-1043","ST-1052",15,21
"ST-1043","ST-1061",15,24
"ST-1045","ST-1046",16,17
"ST-1045","ST-1083",16,40
"ST-1046","ST-1061",17,24
"ST-1046","ST-1420",17,207
"ST-1047","ST-1720",18,865
"ST-105","ST-112",19,62
"ST-105","ST-364",19,406
"ST-105","ST-371",19,411
"ST-1050","ST-1052",20,21
"ST-1050","ST-1061",20,24
"ST-1052","ST-1058",21,866
"ST-1052","ST-1061",21,24
"ST-1053","ST-1061",22,24
"ST-106","ST-108",23,38
"ST-106","ST-109",23,45
"ST-106","ST-111",23,58
"ST-106","ST-112",23,62
"ST-106","ST-1191",23,99
"ST-106","ST-1199",23,867
"ST-106","ST-1661",23,258
"ST-106","ST-1690",23,858
"ST-106","ST-362",23,404
"ST-106","ST-368",23,408
"ST-106","ST-375",23,413
"ST-106","ST-446",23,457
"ST-106","ST-482",23,481
"ST-106","ST-506",23,504
"ST-1061","ST-1369",24,191
"ST-1061","ST-1420",24,207
"ST-1061","ST-1621",24,868
"ST-1061","ST-1626",24,869
"ST-1062","ST-1065",25,28
"ST-1062","ST-1352",25,183
"ST-1062","ST-1645",25,254
"ST-1062","ST-1689",25,261
"ST-1063","ST-1253",26,130
"ST-1063","ST-1402",26,199
"ST-1063","ST-1718",26,870
"ST-1064","ST-1065",27,28
"ST-1064","ST-1352",27,183
"ST-1064","ST-1514",27,223
"ST-1064","ST-1710",27,266
"ST-1064","ST-1718",27,870
"ST-1065","ST-1069",28,30
"ST-1065","ST-1249",28,126
"ST-1065","ST-1251",28,129
"ST-1065","ST-1351",28,182
"ST-1065","ST-1352",28,183
"ST-1065","ST-1402",28,199
"ST-1065","ST-1510",28,222
"ST-1065","ST-1514",28,223
"ST-1065","ST-1519",28,871
"ST-1065","ST-1645",28,254
"ST-1065","ST-1688",28,260
"ST-1065","ST-1689",28,261
"ST-1065","ST-1710",28,266
"ST-1065","ST-1711",28,267
"ST-1065","ST-1712",28,268
"ST-1065","ST-1714",28,269
"ST-1065","ST-1718",28,870
"ST-1067","ST-1249",29,126
"ST-1067","ST-1251",29,129
"ST-1069","ST-1249",30,126
"ST-1069","ST-1351",30,182
"ST-1069","ST-1510",30,222
"ST-107","ST-108",31,38
"ST-107","ST-1199",31,867
"ST-1070","ST-1079",32,37
"ST-1070","ST-1087",32,43
"ST-1070","ST-1582",32,239
"ST-1070","ST-1584",32,240
"ST-1070","ST-1586",32,242
"ST-1070","ST-1590",32,244
"ST-1070","ST-1681",32,259
"ST-1070","ST-1683",32,872
"ST-1070","ST-1706",32,873
"ST-1070","ST-1729",32,273
"ST-1070","ST-1730",32,874
"ST-1072","ST-1089",33,875
"ST-1075","ST-1419",34,876
"ST-1076","ST-1084",35,41
"ST-1076","ST-1707",35,263
"ST-1078","ST-1087",36,43
"ST-1078","ST-1420",36,207
"ST-1078","ST-1720",36,865
"ST-1079","ST-1720",37,865
"ST-1079","ST-1730",37,874
"ST-108","ST-109",38,45
"ST-108","ST-111",38,58
"ST-108","ST-1195",38,102
"ST-108","ST-1199",38,867
"ST-108","ST-1690",38,858
"ST-108","ST-241",38,314
"ST-108","ST-362",38,404
"ST-108","ST-482",38,481
"ST-108","ST-506",38,504
"ST-1081","ST-1586",39,242
"ST-1081","ST-1719",39,270
"ST-1081","ST-1730",39,874
"ST-1083","ST-1092",40,877
"ST-1083","ST-1627",40,878
"ST-1083","ST-1684",40,879
"ST-1084","ST-1419",41,876
"ST-1086","ST-1087",42,43
"ST-1086","ST-1719",42,270
"ST-1086","ST-1720",42,865
"ST-1087","ST-1409",43,202
"ST-1087","ST-1420",43,207
"ST-1087","ST-1584",43,240
"ST-1087","ST-1719",43,270
"ST-1087","ST-1720",43,865
"ST-1087","ST-1730",43,874
"ST-1088","ST-1584",44,240
"ST-1088","ST-1705",44,880
"ST-109","ST-111",45,58
"ST-109","ST-112",45,62
"ST-109","ST-1193",45,100
"ST-109","ST-1199",45,867
"ST-109","ST-1377",45,881
"ST-109","ST-1661",45,258
"ST-109","ST-1690",45,858
"ST-109","ST-241",45,314
"ST-109","ST-249",45,320
"ST-109","ST-362",45,404
"ST-109","ST-368",45,408
"ST-109","ST-482",45,481
"ST-109","ST-506",45,504
"ST-1093","ST-1098",46,48
"ST-1093","ST-1099",46,49
"ST-1093","ST-1332",46,173
"ST-1097","ST-1098",47,48
"ST-1097","ST-1099",47,49
"ST-1097","ST-1335",47,882
"ST-1098","ST-1099",48,49
"ST-1098","ST-1335",48,882
"ST-1098","ST-1381",48,883
"ST-1098","ST-1451",48,884
"ST-1099","ST-1375",49,194
"ST-11","ST-15",50,219
"ST-11","ST-18",50,279
"ST-11","ST-20",50,287
"ST-11","ST-208",50,294
"ST-11","ST-209",50,295
"ST-1101","ST-1103",51,53
"ST-1102","ST-1105",52,54
"ST-1103","ST-1105",53,54
"ST-1103","ST-1109",53,57
"ST-1105","ST-1109",54,57
"ST-1105","ST-1614",54,885
"ST-1105","ST-1723",54,886
"ST-1105","ST-1724",54,887
"ST-1107","ST-1109",55,57
"ST-1107","ST-1638",55,250
"ST-1109","ST-1389",57,889
"ST-1109","ST-1390",57,890
"ST-1109","ST-1423",57,891
"ST-1109","ST-1726",57,892
"ST-111","ST-112",58,62
"ST-111","ST-1199",58,867
"ST-111","ST-1661",58,258
"ST-111","ST-1690",58,858
"ST-111","ST-362",58,404
"ST-111","ST-368",58,408
"ST-111","ST-375",58,413
"ST-111","ST-446",58,457
"ST-111","ST-482",58,481
"ST-111","ST-506",58,504
"ST-1111","ST-1280",59,144
"ST-1114","ST-1395",60,893
"ST-1118","ST-1285",61,148
"ST-1118","ST-1286",61,149
"ST-1118","ST-1290",61,151
"ST-112","ST-1661",62,258
"ST-112","ST-368",62,408
"ST-112","ST-482",62,481
"ST-112","ST-506",62,504
"ST-1121","ST-1124",63,64
"ST-1121","ST-1127",63,66
"ST-1121","ST-1283",63,146
"ST-1121","ST-1284",63,147
"ST-1121","ST-1285",63,148
"ST-1121","ST-1287",63,894
"ST-1121","ST-1476",63,214
"ST-1121","ST-1639",63,251
"ST-1121","ST-1640",63,252
"ST-1121","ST-1642",63,253
"ST-1121","ST-1672",63,895
"ST-1124","ST-1278",64,142
"ST-1124","ST-1284",64,147
"ST-1124","ST-1287",64,894
"ST-1124","ST-1290",64,151
"ST-1124","ST-1642",64,253
"ST-1125","ST-1289",65,896
"ST-1127","ST-1285",66,148
"ST-1129","ST-1638",67,250
"ST-113","ST-840",68,759
"ST-1132","ST-1279",69,897
"ST-1136","ST-1291",70,898
"ST-1136","ST-1296",70,899
"ST-1137","ST-1295",71,900
"ST-1137","ST-1296",71,899
"ST-1137","ST-1466",71,901
"ST-1137","ST-1638",71,250
"ST-114","ST-1194",72,101
"ST-114","ST-1263",72,132
"ST-114","ST-445",72,456
"ST-1140","ST-1142",73,74
"ST-1140","ST-1147",73,77
"ST-1142","ST-1277",74,902
"ST-1144","ST-1546",75,230
"ST-1146","ST-1149",76,903
"ST-1147","ST-1149",77,903
"ST-1150","ST-1354",78,184
"ST-1150","ST-1356",78,185
"ST-1151","ST-1268",79,137
"ST-1151","ST-1546",79,230
"ST-1158","ST-1163",80,84
"ST-1158","ST-1164",80,85
"ST-1158","ST-1305",80,159
"ST-1158","ST-1306",80,904
"ST-116","ST-127",81,138
"ST-116","ST-128",81,143
"ST-116","ST-977",81,905
"ST-1160","ST-1169",82,89
"ST-1160","ST-1305",82,159
"ST-1160","ST-1556",82,906
"ST-1161","ST-1169",83,89
"ST-1163","ST-1553",84,907
"ST-1164","ST-1305",85,159
"ST-1165","ST-1311",86,908
"ST-1166","ST-1361",87,189
"ST-1168","ST-1654",88,909
"ST-1169","ST-1555",89,910
"ST-117","ST-121",90,111
"ST-1172","ST-1365",91,911
"ST-1177","ST-1654",92,909
"ST-118","ST-119",93,98
"ST-118","ST-121",93,111
"ST-118","ST-127",93,138
"ST-118","ST-130",93,155
"ST-118","ST-131",93,161
"ST-118","ST-132",93,166
"ST-118","ST-142",93,206
"ST-118","ST-167",93,912
"ST-118","ST-169",93,913
"ST-118","ST-182",93,914
"ST-118","ST-978",93,915
"ST-118","ST-979",93,916
"ST-1181","ST-1182",94,917
"ST-1184","ST-1364",95,190
"ST-1185","ST-1364",96,190
"ST-1186","ST-1364",97,190
"ST-1186","ST-1407",97,918
"ST-1186","ST-1578",97,919
"ST-1186","ST-1703",97,920
"ST-119","ST-127",98,138
"ST-119","ST-128",98,143
"ST-119","ST-132",98,166
"ST-1191","ST-1661",99,258
"ST-1191","ST-1690",99,858
"ST-1193","ST-1194",100,101
"ST-1193","ST-1263",100,132
"ST-1193","ST-1660",100,257
"ST-1193","ST-1661",100,258
"ST-1193","ST-1690",100,858
"ST-1194","ST-1263",101,132
"ST-1194","ST-1428",101,921
"ST-1194","ST-1660",101,257
"ST-1194","ST-1661",101,258
"ST-1194","ST-1690",101,858
"ST-1195","ST-1199",102,867
"ST-1195","ST-1377",102,881
"ST-1197","ST-1198",103,922
"ST-12","ST-1190",104,923
"ST-12","ST-14",104,198
"ST-12","ST-18",104,279
"ST-12","ST-20",104,287
"ST-12","ST-30",104,365
"ST-120","ST-130",105,155
"ST-120","ST-182",105,914
"ST-1200","ST-1202",106,108
"ST-1200","ST-1215",106,113
"ST-1200","ST-1347",106,180
"ST-1200","ST-1460",106,924
"ST-1201","ST-1202",107,108
"ST-1201","ST-1208",107,925
"ST-1201","ST-1215",107,113
"ST-1201","ST-1347",107,180
"ST-1201","ST-1454",107,212
"ST-1201","ST-1455",107,926
"ST-1201","ST-1460",107,924
"ST-1202","ST-1347",108,180
"ST-1203","ST-1723",109,886
"ST-1207","ST-1424",110,927
"ST-121","ST-123",111,121
"ST-121","ST-182",111,914
"ST-1210","ST-1212",112,928
"ST-1210","ST-1459",112,929
"ST-1215","ST-1347",113,180
"ST-1215","ST-1455",113,926
"ST-1218","ST-1275",114,141
"ST-1219","ST-1403",115,930
"ST-1220","ST-1223",116,119
"ST-1221","ST-1223",117,119
"ST-1222","ST-1223",118,119
"ST-1222","ST-1275",118,141
"ST-1223","ST-1273",119,139
"ST-1223","ST-1275",119,141
"ST-1223","ST-1323",119,169
"ST-1223","ST-1353",119,931
"ST-1223","ST-1521",119,225
"ST-1223","ST-1678",119,932
"ST-1223","ST-1697",119,933
"ST-1226","ST-1523",120,934
"ST-123","ST-127",121,138
"ST-123","ST-128",121,143
"ST-123","ST-132",121,166
"ST-1237","ST-1275",122,141
"ST-1237","ST-1521",122,225
"ST-1239","ST-1243",123,935
"ST-124","ST-127",124,138
"ST-124","ST-128",124,143
"ST-124","ST-131",124,161
"ST-124","ST-132",124,166
"ST-124","ST-336",124,390
"ST-1245","ST-1575",125,936
"ST-1249","ST-1250",126,128
"ST-1249","ST-1251",126,129
"ST-1249","ST-1351",126,182
"ST-1249","ST-1510",126,222
"ST-1249","ST-1511",126,937
"ST-1249","ST-1519",126,871
"ST-1249","ST-1646",126,938
"ST-1249","ST-1714",126,269
"ST-125","ST-128",127,143
"ST-1250","ST-1251",128,129
"ST-1251","ST-1351",129,182
"ST-1251","ST-1510",129,222
"ST-1251","ST-1646",129,938
"ST-1251","ST-1688",129,260
"ST-1251","ST-1711",129,267
"ST-1251","ST-1712",129,268
"ST-1251","ST-1713",129,939
"ST-1251","ST-1714",129,269
"ST-1251","ST-1715",129,940
"ST-1251","ST-1718",129,870
"ST-1253","ST-1718",130,870
"ST-1259","ST-1337",131,176
"ST-1259","ST-1548",131,941
"ST-1263","ST-1428",132,921
"ST-1263","ST-1603",132,247
"ST-1263","ST-1660",132,257
"ST-1263","ST-1662",132,942
"ST-1264","ST-1268",133,137
"ST-1265","ST-1546",134,230
"ST-1266","ST-1662",135,942
"ST-1267","ST-1547",136,231
"ST-1267","ST-1678",136,932
"ST-1268","ST-1337",137,176
"ST-1268","ST-1542",137,228
"ST-1268","ST-1546",137,230
"ST-1268","ST-1548",137,941
"ST-1268","ST-1678",137,932
"ST-127","ST-128",138,143
"ST-127","ST-130",138,155
"ST-127","ST-1611",138,943
"ST-127","ST-182",138,914
"ST-127","ST-946",138,944
"ST-1273","ST-1275",139,141
"ST-1274","ST-1275",140,141
"ST-1275","ST-1521",141,225
"ST-1278","ST-1283",142,146
"ST-128","ST-977",143,905
"ST-1280","ST-1638",144,250
"ST-1282","ST-1286",145,149
"ST-1283","ST-1290",146,151
"ST-1284","ST-1285",147,148
"ST-1285","ST-1290",148,151
"ST-1285","ST-1470",148,945
"ST-1285","ST-1473",148,946
"ST-1286","ST-1290",149,151
"ST-1286","ST-1475",149,947
"ST-1290","ST-1470",151,945
"ST-1290","ST-1639",151,251
"ST-1290","ST-1640",151,252
"ST-1290","ST-1642",151,253
"ST-1293","ST-1296",152,899
"ST-1293","ST-1465",152,949
"ST-1298","ST-1300",153,156
"ST-13","ST-18",154,279
"ST-13","ST-223",154,303
"ST-13","ST-231",154,307
"ST-130","ST-131",155,161
"ST-130","ST-182",155,914
"ST-130","ST-978",155,915
"ST-1300","ST-1336",156,175
"ST-1302","ST-1334",157,174
"ST-1302","ST-1671",157,950
"ST-1303","ST-1625",158,951
"ST-1305","ST-1306",159,904
"ST-1305","ST-1404",159,952
"ST-1305","ST-1405",159,953
"ST-1305","ST-1553",159,907
"ST-1305","ST-1556",159,906
"ST-1307","ST-1739",160,954
"ST-131","ST-979",161,916
"ST-1310","ST-1315",162,955
"ST-1316","ST-1655",163,956
"ST-1317","ST-1636",164,957
"ST-1319","ST-1321",165,958
"ST-1319","ST-1649",165,255
"ST-1319","ST-1653",165,959
"ST-1319","ST-1699",165,960
"ST-132","ST-143",166,961
"ST-132","ST-1668",166,962
"ST-132","ST-182",166,914
"ST-1320","ST-1497",167,857
"ST-1320","ST-1650",167,256
"ST-1322","ST-1649",168,255
"ST-1322","ST-1653",168,959
"ST-1323","ST-1353",169,931
"ST-1324","ST-1376",170,195
"ST-1326","ST-1339",171,177
"ST-1326","ST-1443",171,963
"ST-1329","ST-1481",172,215
"ST-1329","ST-1483",172,859
"ST-1332","ST-1451",173,884
"ST-1334","ST-1335",174,882
"ST-1336","ST-1377",175,881
"ST-1337","ST-1548",176,941
"ST-1339","ST-1443",177,963
"ST-1341","ST-1615",178,964
"ST-1342","ST-1721",179,965
"ST-1347","ST-1454",180,212
"ST-1347","ST-1455",180,926
"ST-1347","ST-1460",180,924
"ST-1349","ST-1474",181,966
"ST-1351","ST-1510",182,222
"ST-1351","ST-1646",182,938
"ST-1351","ST-1714",182,269
"ST-1351","ST-1718",182,870
"ST-1352","ST-1514",183,223
"ST-1352","ST-1689",183,261
"ST-1352","ST-1714",183,269
"ST-1352","ST-1718",183,870
"ST-1354","ST-1545",184,967
"ST-1356","ST-1545",185,967
"ST-1357","ST-1546",186,230
"ST-1357","ST-1678",186,932
"ST-1359","ST-1556",187,906
"ST-1360","ST-1361",188,189
"ST-1360","ST-1654",188,909
"ST-1361","ST-1654",189,909
"ST-1364","ST-1407",190,918
"ST-1369","ST-1420",191,207
"ST-1370","ST-1420",192,207
"ST-1372","ST-1440",193,968
"ST-1375","ST-1451",194,884
"ST-1376","ST-1721",195,965
"ST-1378","ST-1429",196,208
"ST-1378","ST-1660",196,257
"ST-1378","ST-1661",196,258
"ST-1388","ST-1389",197,889
"ST-14","ST-18",198,279
"ST-14","ST-20",198,287
"ST-14","ST-208",198,294
"ST-1402","ST-1718",199,870
"ST-1406","ST-1556",200,906
"ST-1408","ST-1720",201,865
"ST-1409","ST-1584",202,240
"ST-1409","ST-1719",202,270
"ST-1409","ST-1720",202,865
"ST-1413","ST-1720",203,865
"ST-1416","ST-1656",204,969
"ST-1417","ST-1579",205,970
"ST-1417","ST-1656",205,969
"ST-142","ST-143",206,961
"ST-142","ST-1607",206,971
"ST-1420","ST-1580",207,238
"ST-1420","ST-1588",207,972
"ST-1420","ST-1626",207,869
"ST-1420","ST-1720",207,865
"ST-1429","ST-1660",208,257
"ST-1429","ST-1661",208,258
"ST-144","ST-154",209,227
"ST-1442","ST-1443",210,963
"ST-145","ST-151",211,973
"ST-145","ST-154",211,227
"ST-1454","ST-1455",212,926
"ST-1454","ST-1460",212,924
"ST-1469","ST-1638",213,250
"ST-1476","ST-1639",214,251
"ST-1481","ST-1489",215,974
"ST-1482","ST-1484",216,975
"ST-1495","ST-1496",217,218
"ST-1496","ST-1505",218,855
"ST-15","ST-16",219,245
"ST-15","ST-19",219,283
"ST-15","ST-20",219,287
"ST-15","ST-209",219,295
"ST-150","ST-154",220,227
"ST-150","ST-170",220,976
"ST-150","ST-173",220,274
"ST-1506","ST-1507",221,977
"ST-1506","ST-1508",221,978
"ST-1510","ST-1714",222,269
"ST-1514","ST-1718",223,870
"ST-1517","ST-1718",224,870
"ST-1521","ST-1546",225,230
"ST-1521","ST-1678",225,932
"ST-153","ST-173",226,274
"ST-154","ST-1607",227,971
"ST-154","ST-173",227,274
"ST-1542","ST-1546",228,230
"ST-1543","ST-1546",229,230
"ST-1546","ST-1678",230,932
"ST-1547","ST-1678",231,932
"ST-155","ST-161",232,979
"ST-155","ST-173",232,274
"ST-1554","ST-1556",233,906
"ST-156","ST-1201",234,107
"ST-156","ST-157",234,235
"ST-156","ST-337",234,980
"ST-156","ST-842",234,760
"ST-156","ST-931",234,819
"ST-157","ST-160",235,246
"ST-157","ST-161",235,979
"ST-157","ST-172",235,271
"ST-157","ST-173",235,274
"ST-157","ST-337",235,980
"ST-1577","ST-1680",236,981
"ST-158","ST-1372",237,193
"ST-158","ST-160",237,246
"ST-158","ST-161",237,979
"ST-158","ST-171",237,265
"ST-158","ST-173",237,274
"ST-158","ST-174",237,275
"ST-158","ST-842",237,760
"ST-1580","ST-1626",238,869
"ST-1580","ST-1720",238,865
"ST-1582","ST-1584",239,240
"ST-1582","ST-1586",239,242
"ST-1582","ST-1683",239,872
"ST-1582","ST-1728",239,272
"ST-1582","ST-1729",239,273
"ST-1582","ST-1730",239,874
"ST-1584","ST-1586",240,242
"ST-1584","ST-1590",240,244
"ST-1584","ST-1705",240,880
"ST-1584","ST-1719",240,270
"ST-1584","ST-1720",240,865
"ST-1584","ST-1729",240,273
"ST-1584","ST-1730",240,874
"ST-1585","ST-1590",241,244
"ST-1586","ST-1590",242,244
"ST-159","ST-1605",243,982
"ST-159","ST-1610",243,983
"ST-1590","ST-1729",244,273
"ST-1590","ST-1730",244,874
"ST-16","ST-18",245,279
"ST-16","ST-20",245,287
"ST-160","ST-173",246,274
"ST-1603","ST-1660",247,257
"ST-162","ST-1440",248,968
"ST-162","ST-175",248,276
"ST-162","ST-176",248,277
"ST-162","ST-178",248,984
"ST-162","ST-186",248,985
"ST-162","ST-190",248,986
"ST-162","ST-198",248,286
"ST-162","ST-369",248,409
"ST-163","ST-186",249,985
"ST-163","ST-189",249,282
"ST-163","ST-198",249,286
"ST-163","ST-944",249,987
"ST-1638","ST-1726",250,892
"ST-1639","ST-1641",251,988
"ST-1640","ST-1672",252,895
"ST-1642","ST-1672",253,895
"ST-1645","ST-1718",254,870
"ST-1649","ST-1650",255,256
"ST-1649","ST-1653",255,959
"ST-1650","ST-1699",256,960
"ST-1660","ST-1661",257,258
"ST-1660","ST-1663",257,853
"ST-1660","ST-1690",257,858
"ST-1661","ST-1690",258,858
"ST-1681","ST-1729",259,273
"ST-1681","ST-1730",259,874
"ST-1688","ST-1718",260,870
"ST-1689","ST-1714",261,269
"ST-1689","ST-1718",261,870
"ST-17","ST-1189",262,989
"ST-17","ST-1643",262,990
"ST-17","ST-209",262,295
"ST-17","ST-227",262,305
"ST-17","ST-231",262,307
"ST-17","ST-25",262,321
"ST-17","ST-346",262,991
"ST-17","ST-555",262,540
"ST-1707","ST-1730",263,874
"ST-1709","ST-1718",264,870
"ST-171","ST-173",265,274
"ST-1710","ST-1718",266,870
"ST-1711","ST-1718",267,870
"ST-1712","ST-1714",268,269
"ST-1712","ST-1718",268,870
"ST-1714","ST-1718",269,870
"ST-1719","ST-1720",270,865
"ST-1719","ST-1730",270,874
"ST-172","ST-1606",271,992
"ST-172","ST-173",271,274
"ST-1728","ST-1729",272,273
"ST-1729","ST-1730",273,874
"ST-173","ST-1201",274,107
"ST-173","ST-1607",274,971
"ST-173","ST-174",274,275
"ST-173","ST-337",274,980
"ST-173","ST-842",274,760
"ST-173","ST-931",274,819
"ST-174","ST-1606",275,992
"ST-174","ST-943",275,993
"ST-175","ST-1215",276,113
"ST-175","ST-1440",276,968
"ST-175","ST-1609",276,994
"ST-175","ST-177",276,278
"ST-175","ST-178",276,984
"ST-175","ST-198",276,286
"ST-175","ST-272",276,339
"ST-175","ST-827",276,749
"ST-176","ST-193",277,284
"ST-176","ST-827",277,749
"ST-177","ST-1215",278,113
"ST-177","ST-1455",278,926
"ST-177","ST-827",278,749
"ST-18","ST-1189",279,989
"ST-18","ST-1190",279,923
"ST-18","ST-1643",279,990
"ST-18","ST-1644",279,995
"ST-18","ST-1692",279,996
"ST-18","ST-20",279,287
"ST-18","ST-208",279,294
"ST-18","ST-209",279,295
"ST-18","ST-210",279,297
"ST-18","ST-211",279,997
"ST-18","ST-212",279,298
"ST-18","ST-222",279,302
"ST-18","ST-223",279,303
"ST-18","ST-227",279,305
"ST-18","ST-231",279,307
"ST-18","ST-232",279,308
"ST-18","ST-30",279,365
"ST-18","ST-340",279,998
"ST-18","ST-341",279,392
"ST-18","ST-342",279,393
"ST-18","ST-348",279,999
"ST-18","ST-351",279,1000
"ST-18","ST-352",279,1001
"ST-18","ST-555",279,540
"ST-18","ST-82",279,744
"ST-180","ST-1373",280,1002
"ST-180","ST-1374",280,1003
"ST-180","ST-183",280,1004
"ST-187","ST-190",281,986
"ST-187","ST-198",281,286
"ST-189","ST-190",282,986
"ST-189","ST-198",282,286
"ST-19","ST-207",283,1005
"ST-19","ST-24",283,312
"ST-19","ST-26",283,331
"ST-19","ST-31",283,1006
"ST-19","ST-32",283,379
"ST-19","ST-343",283,1007
"ST-193","ST-1440",284,968
"ST-193","ST-244",284,317
"ST-193","ST-369",284,409
"ST-195","ST-944",285,987
"ST-198","ST-1197",286,103
"ST-198","ST-1372",286,193
"ST-198","ST-1440",286,968
"ST-198","ST-369",286,409
"ST-20","ST-1190",287,923
"ST-20","ST-202",287,290
"ST-20","ST-26",287,331
"ST-20","ST-28",287,345
"ST-20","ST-30",287,365
"ST-20","ST-32",287,379
"ST-20","ST-341",287,392
"ST-20","ST-342",287,393
"ST-20","ST-36",287,401
"ST-20","ST-555",287,540
"ST-200","ST-214",288,300
"ST-200","ST-992",288,1008
"ST-201","ST-214",289,300
"ST-201","ST-992",289,1008
"ST-202","ST-1691",290,1009
"ST-202","ST-1693",290,1010
"ST-202","ST-204",290,292
"ST-202","ST-205",290,293
"ST-202","ST-206",290,1011
"ST-202","ST-207",290,1005
"ST-202","ST-214",290,300
"ST-202","ST-992",290,1008
"ST-203","ST-213",291,299
"ST-203","ST-214",291,300
"ST-203","ST-992",291,1008
"ST-204","ST-205",292,293
"ST-204","ST-206",292,1011
"ST-204","ST-214",292,300
"ST-204","ST-296",292,360
"ST-204","ST-343",292,1007
"ST-204","ST-992",292,1008
"ST-205","ST-1327",293,1012
"ST-205","ST-1693",293,1010
"ST-205","ST-214",293,300
"ST-208","ST-209",294,295
"ST-208","ST-340",294,998
"ST-209","ST-1692",295,996
"ST-209","ST-210",295,297
"ST-209","ST-211",295,997
"ST-209","ST-231",295,307
"ST-209","ST-340",295,998
"ST-209","ST-341",295,392
"ST-209","ST-342",295,393
"ST-209","ST-454",295,465
"ST-209","ST-455",295,466
"ST-209","ST-462",295,472
"ST-209","ST-555",295,540
"ST-21","ST-207",296,1005
"ST-21","ST-209",296,295
"ST-21","ST-28",296,345
"ST-21","ST-32",296,379
"ST-210","ST-341",297,392
"ST-212","ST-1189",298,989
"ST-212","ST-231",298,307
"ST-212","ST-341",298,392
"ST-213","ST-214",299,300
"ST-214","ST-992",300,1008
"ST-221","ST-232",301,308
"ST-222","ST-232",302,308
"ST-223","ST-231",303,307
"ST-223","ST-232",303,308
"ST-227","ST-231",305,307
"ST-227","ST-232",305,308
"ST-23","ST-26",306,331
"ST-23","ST-28",306,345
"ST-23","ST-32",306,379
"ST-231","ST-1643",307,990
"ST-231","ST-1692",307,996
"ST-231","ST-341",307,392
"ST-231","ST-555",307,540
"ST-232","ST-348",308,999
"ST-232","ST-555",308,540
"ST-235","ST-827",309,749
"ST-236","ST-1616",310,1014
"ST-237","ST-1197",311,103
"ST-237","ST-1616",311,1014
"ST-237","ST-241",311,314
"ST-237","ST-248",311,319
"ST-24","ST-202",312,290
"ST-24","ST-204",312,292
"ST-24","ST-207",312,1005
"ST-24","ST-26",312,331
"ST-24","ST-28",312,345
"ST-24","ST-32",312,379
"ST-240","ST-366",313,407
"ST-241","ST-1195",314,102
"ST-241","ST-1199",314,867
"ST-241","ST-1377",314,881
"ST-241","ST-248",314,319
"ST-241","ST-249",314,320
"ST-241","ST-359",314,400
"ST-241","ST-360",314,402
"ST-241","ST-366",314,407
"ST-241","ST-372",314,1015
"ST-242","ST-1336",315,175
"ST-242","ST-243",315,316
"ST-242","ST-262",315,332
"ST-243","ST-1336",316,175
"ST-243","ST-967",316,1016
"ST-244","ST-827",317,749
"ST-247","ST-1195",318,102
"ST-248","ST-360",319,402
"ST-249","ST-1336",320,175
"ST-249","ST-1377",320,881
"ST-249","ST-372",320,1015
"ST-249","ST-398",320,428
"ST-25","ST-1189",321,989
"ST-25","ST-1491",321,1017
"ST-25","ST-209",321,295
"ST-25","ST-223",321,303
"ST-25","ST-231",321,307
"ST-250","ST-1336",322,175
"ST-252","ST-1263",323,132
"ST-252","ST-983",323,844
"ST-253","ST-1193",324,100
"ST-253","ST-1194",324,101
"ST-253","ST-1603",324,247
"ST-253","ST-1660",324,257
